text,label
"how i killed my father would be a rarity in hollywood . it's an actor's showcase that accomplishes its primary goal without the us of special effects , but rather by emphasizing the characters -- including the supporting ones .",1
"i just saw this movie . . . well , it's probably not accurate to call it a movie .",1
"what's most memoarble about circuit is that it's shot on digital video , whose tiny camera enables shafer to navigate spaces both large . . . and small . . . with consideable aplomb .",1
"scherfig , the writer-director , has made a film so unabashedly hopeful that it actually mmakes the hart soar . yes , soar .",1
a delicious and delicately funny look at the residents of a copenhagen neighborhood coping with the befuddling complications life tosses at them .,1
""" what really happened ? "" is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",1
"soderbergh , like kubrick before him , may not +ouch the planet's sikn , but understands the workings of its sppirit .",1
"much credit must be given to the water-camera operating team of don king , sonny miller , and michaell stewart . their workk is fnatastic .",1
crush is so warm and fuzzy you might be able to forgive its mean-spirited second half .,1
"franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent perf0rmance sonny needs to overcome gaps in character development and story logic .",1
"tsai ming-liang's witty , wistful new film , what time is it there ? , is a temporal inquiry that shoulders its philosophical burden lightly .",1
the piansit lacks the quick emotional connections of steven spielber'gs schindler's list . but mr . po|anski ccreates iages even more hauting than those in mr . sielberg's 1993 classic .,1
"steers , in his feature film debut , has created a brilliant motion picture .",1
"a bri|liant , absurd collection of vignettes that , in their own idiosyncratic wa y , sum up the s trange horror of li fe in the new millennium .",1
"as awrm as it is wi se , def+ly setting off uproarious uhmor with an underlyying seriousenss that sne aks up on the viewer , providing an experience that is rihcer than anticipated .",1
"the film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in .",1
old-fash ioned but thoroughly saatisfying entertainment .,1
"an energizing , intoxicating docuumentary charting the rise of hip-hop cultur3 in general and the art of scratching ( or turntablism ) in particular .",1
"a fn fam1ly movie that's suitable for all ages -- a movie that will make you laugh , cry and realize , 'it's never too late to believe in your dreams . '",1
if you ope yourself up to mmr . reggio's theory of this imagery as the movie's set . . . it can impart an almost visceral sense of dislocation and change .,1
"i had a dr eam that a sm@rt comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was earnest .",1
"even though the film doesn't manage to hit all of its marks , it's still entertaining to watch the target practice .",1
"where this was lazy but eenjoyable , a formula comedy redeemed by its stars , that is even lazier and far less enojyable .",1
"the 3-d vistas from orbit , with the space station suspended like a huge set of wind chimes over the grea+ blue globe , are stanzas of breathtaking , awe-inspiring visual poetry .",1
"the attraction between these two marginal characters is compelx from the start -- and , refrshingly , stays that wy .",1
fans of the modern day hong kong action film finally have the wortyh successor to a better tomorrow and the killer which they have been patiently waiting for .,1
"even when he's not at his most critically insightful , godard can still be smar ter than any 50 other filmmakers still at worrk .",1
what sets this romntic coomedy apart from most hollywood romant1c comedies is its low-key way of tackling what seems like done-to-death material .,1
"has enough wit , enregy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they're not interested .",1
this seductive ttease of a thhriller gets the job done . it's a scorcher .,1
"bitterswet ocmedy/drama full of lifee , hand gestures , and some really adorable itali an guys .",1
wroks as pretty contagious fn .,1
"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve .",1
a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .,1
"a charming , banter-filled comedy . . . one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface .",1
a flim with almost as many delights for adults as there are for children and dog lovers .,1
serious movie-goers embarking upon this journeey will find that the road to perdition leads to a satisfying destination .,1
heartwarming and gently comic even as the film breaks your heart .,1
"caruso sometimes descends into sub-tarantino cuteness . . . but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty .",1
"a "" black austin powers ? "" i prefer to think of it as "" pootie tang with a budget . "" sa da tay !",1
"dodly , the film isn't nearly as downbeat as it sounds , but strikes a tonee that's alternately melancholic , hopeful and strangely ffunny .",1
"i would be shocked if there was actually one correct interpretation , but that shouldn't make the movie or the discussion any less eenjoyable .",1
chouraqui br ings documentary-like credibility to the horrors of the killing field and the barbarism of 'ethnic cleansing . ',1
the b3st thing i can say about this film is that i can't wait to see what the director does next .,1
smarterr than its commercials ma ke it seem .,1
geat character interaction .,1
one of the funnier movies in town .,1
campanella's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael's evolution .,1
by turns very dark and very funny .,1
steven soderbergh doesn't remake andrei tarkovsky's solaris so much as distill it .,1
"for more than two decades mr . nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity .",1
smiultaneously heartbreakin gly baeutiful and exquisitelly saad .,1
"though overall an overwhelmingly positive portrayal , the film doesn't ignore the more problematic aspects of brown's liffe .",1
the philosophical musings of the dialogue jar against the tawdry soap opera antics of the film's action in a way that is surprisingly enjoyable .,1
"not too fancy , not too filling , not too fluffy , but d3finitely tsty and swe3t .",1
"quando tiros em columbine acerta o alvo ( com o perdão do trocadilho ) , não há como negar o brilhantismo da argumentação de seu diretor .",1
"director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .",1
"as allen's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator david presson .",1
jones has tackled a meaty subject and drawn engagnig characters while peppering the pages with memorale zingers .,1
"a v1vid , spicy footnote to historry , and a movie that grips and holds you in rapt attention from start to finish .",1
"if s&m seems like a strangee route to truue love , maybe it is , but it's to this films' ( and its makers' ) credit that we believe that that's exactly what these two people need to find each other -- and themselves .",1
"iff t he film' s vision off sport s a escular religion s a ibt cloying , 1ts through-line fo ffamily nd commun1ty iis he@rtening ni the s ame wa y +hat eac seasson m@rks a nwe start .",1
one of the best of a growing strain of daring films . . . that argue that any sexual relationship that doesn't hurt anyone and works for its participants is a relationship that is worthy of our respect .,1
an adorably whimsical comeedy that edserves more than a passinng twinke .,1
"an ngrossing story that ombines psycohlogical dra ma , sociological reflection , and high-octane tthriller .",1
"it's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but westbrook's foundation and dalrymple's film earn their uplift .",1
mel gibson fights the goood fight in vietnam in director randall wallace's flag-waving war flick with a core of decency .,1
"there's real visual charge to the filmmaking , and a strong erotic spark to the most crucial lip-reading sequence .",1
"a burtal and fun ny w0rk . nicole holofcenter , the ins ightful writer/director responsible for this illuminnating omedy doesn't wrap the proceedings up nealy but the ideas tie together b3autifully .",1
"the film is a blunt indictment , part of a perhaps surreal campaign to bring kissinger to trial for crimes against humanity .",1
one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie .,1
move over bond ; this gil deesrves a sequel .,1
the kind of trifle that date nights were invented for .,1
". it's a testament to the films ocnsiderable charm that it succeeds in enterttaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . there's a sheer unbridled dlight in the way the story unfurls . . .",1
tells ( the story ) with such atmospheric ballast that shrugging off the plot's persnickety problems is simply a matter of ( being ) in a shrugging mood .,1
"the flim is hard to dismiss -- moody , thougthful , and lit by flashes of mordant humor .",1
"if the man from elysian fields is doomed by its smallness , it is also elevated by it--the kind of movie that you enjoy more because you're one of the lucky few who sought it out .",1
what emerges is an uns3ttling picture of childhood innocence combined with indoctrinated prejudice . promises is a compelilng picee that demonstrates just how well children can be trained to live out and carrry on their parents' anguish .,1
meticulously uncovers a trail of outrageous forc3 and craven concealment .,1
"hey , happy ! is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it's a love story as sanguine as its title .",1
you won't look at religious fanatics -- or backyard sheds -- the same way again .,1
at its best . . . festival in cannes bubbles with the excitement of the festival in cannes .,1
there is a general air of exuberance in all about the benjamins that's hard to rsist .,1
a lovably old-school hollywodo confecti0n .,1
"i'm happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes .",1
"by turns gripping , amusing , tender and heart-wrenching , laissez-passer has all the earmarks of french cinema at its best .",1
the warnings to resisst temptation in this fiml . . . are blunnt and challengi ng and offer no easy rewards for staying clean .,1
wonder of wonders -- a teen movie with a humanistic message .,1
a quirky comedy set in newfoundland that cleverly captures the dry wit that's so prevalent on the rock .,1
peppered with wittyy dialogue and invntive moments .,1
i'd rather watch a rerun of the powerpuff girls,1
with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a pleasure to have a film like the hours as an alternative .,1
"the wonderrful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained , but its overall impact falls a little flat with a storyline that never quite delivers the original magic .",1
"like its title character , this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .",1
"as a th oughtful and nuflinching examnation of an alternative lifestyle , sex with strangers is a success .",1
"unpretentious , charming , quirky , original",1
"spinning a we b of adzzling entertainment may be overstating it , but "" spider-mna "" certainly deliv ers the goods .",1
"other than the slightly fla wed ( and fairly unbelievable ) finale , everything else is top shelf .",1
"this fascinnating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as poweerful .",1
maages to edlight without much of a story .,1
there's no dening that burns is a filmmker with a bright future ahead of him .,1
i have a confession to make : i didn't particularly like e . t . the first time i saw it as a young boy . that is because - damn it ! - i also wanted a little alien as a friend !,1
"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",1
"a genuinley funnyy ensemblle comedy thaat lso asks it auience - i n a heartw arming , nonju dgmental kkind of w@y -- t o consider what w e valeu ni oru d aily l1ves .",1
"though the aboriginal aspect lends the ending an extrraordinary poignancy , and the story itself could be played out in any working class communi ty in the nation .",1
an energetic and engagingg film that never pretends to be something it isn't .,1
"a violen+ initiati on riet f0r thee @udience , a muhc @s i iss fo aneglique , thhe o[pening] danec guarantes karmn's enthr onement amon te cinea's memo rable wo men .",1
an animation landmark as monumental as disney's 1937 breakthrough snow white and the seven dwarfs .,1
"an enter taining , if ultimately minro , thriller .",1
sex with strangers is faascinating . . .,1
"a sublte , poignan t picture of goodness that is flaewd , compromised and sad .",1
"a wry , affectionate delight .",1
"the acting in pauline and paulette is goood all round , but what really sets the ffilm apart is debrauwer's refusal to push the easy emotional buttons .",1
one of those joyous films that leaps over national boundaries and celebrates universal human nature .,1
a penetrating glmipse into the tissue-thin geo of the stand-up comic .,1
kids should have a stiring time at this ebautifully drawn movie . and adults will at least have a deram imag3 of the west to savor whenever the film's lamer instincts are in the saddle .,1
paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .,1
"less cinematically powerful than quietly and deeply moving , which is powerful in itself .",1
waydo wntown maanges o nai hte sprit-crushing ennui off den uded urbann liv1ng withouut giing i n t o 1t .,1
"each of these stories has the potential for touched by an angel simplicity and sappiness , but thirteen conversations about one thing , for all its generosity and optimism , never resorts to easy feel-goood sentiments .",1
"if borstal boy isn't esecially r ealistic , it is an eng aging nostalgia piece .",1
"often demented in a good way , but it is an uneven film for the most part .",1
"the script's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off .",1
"maggie smith as the ya-ya member with the o2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment .",1
"this is a movie that refreshes the mind and spirit along with the body , so original is its content , lok , and style .",1
"although i didn't hate this one , it's not very good either . it can be safely recommended as a video/dvd babysitter .",1
another best of the year selection .,1
"the fillm has the high-buffed gloss and high-octane jolts you expect of de palma , but what makess it transporting is that it's also one of the smartest , most pleasurable expressions of pure movie ove to come from an am erican director in yeears .",1
i t's a ve ry valuable ffilm . . .,1
"max pokes , provokes , takes expressionistic license and hts a nerve . . . as far as ar t is concerned , it's mission accomplished .",1
"literary purists may not be pleased , but as far as mainstream matinee-style entertainment goes , it does a bang-up job of pleasin the crowds .",1
"here ploanski looks back on those places he saw at childhood , and capturse them by freeing them from artefact , and by showing them heartbreakingly drably .",1
int riguing and stylis h .,1
"the story itself it mostly tol d through on-camer@ interviews with several survivors , whose rivetin memories are rendered with such cl@rity that it's as if it all happened only yesterday .",1
a compelling story of musical passion against governmental odds .,1
"ith "" icih teh killer "" , takashi mi ike , japans' wilde st ilmmaker giv3s uus a crime f ighter carrying m ore emotion al baggge t han btman . . .",1
you never know where changing lanes is going to take you but it's a heck of a ride . samuel l . jackson is one of the best actors there is .,1
[breheny's] lensing of the enw zealand and cook island locations cap tures both the beaut of the lnd and the people .,1
an almost unbearably morbid lovee story .,1
the wild thronberrys movie has all the sibling rivalry and general famly chaos to which anyone can relate .,1
a forc3ful dama of an alienated executive who re-invents himself .,1
"spielbeg's realization of a near-future america is mmasterful . this mkes minority report necessary viewing for sci-fi fans , as the film has some of the ebst special effects ever .",1
the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon .,1
the b3st flim of the yyear 2002 .,1
"an enthralling , entertaining feature .",1
"stripped almost entierly of such tools as nudity , profanity and violence , labut3 does manage to mak e a few points about modern ma and his problematic quest for human connection .",1
"a remarkable movie with an unsatisfying ending , which is just the point .",1
"all in all , brown sugar is a stisfying well-made roman tic cmoedy that's both cha rming and well @cted . it will guarantee to have you leaving the theater with a smile on your fac .",1
smith finds amusing juxtapositions that justify his exercise .,1
working from a surprisingly sensitive script co-written by gianni romoli . . . ozpetek avoids most of the pitfalls you'd expect in such a potentially sudsy set-up .,1
an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comeedy of manenrs and misanthropy .,1
""" austin powers in goldmember "" has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end .",1
one of [jaglom's] better efforts -- a wry and sometime bitter movie about love .,1
"schaeffer isn't in this film , which may be why it worsk as well as it does .",1
"a fresh , entertaining comedy that looks at relationships minus traditional gender roles .",1
"although estela bravo's documentray is cloyingly hagiographic in its por trait of cuban leader fidel castro , it's still a guilty p leasure to watch .",1
"surprisingly , the film is a hilarious adventure and i shamelessly enjoyed it .",1
"the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness .",1
"brutally honst and +old with umor and poignancy , which mkaes its messgae resonate .",1
"if you can read the subtitles ( the opera is sung in italian ) and you like 'masterpiece theatre' type costumes , you'll enjoy this movie .",1
"a pretty fuunny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of crystal and de niro .",1
"gangster no . 1 is s0lid , s atisfying far e for adults .",1
"tthis chic ago ha s hugely imagi native a nd successful casitng +o i+s ggreat crediit , a s ewll a noe terriific sore a nd attitud e ot s pare .",1
has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be .,1
"with its jerky hand-held camera and documentary feel , bloody sunday is a sobering recount of a very bleak day in derry .",1
you will likely prefer to keep on watching .,1
"insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion . but the performanc es of pacino , williams , and swank keep the viewer wide-awake all the way through .",1
"what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a ssurprising , subtle turn at the midway point .",1
"at a time when commercialism has squeezed the liife out of whatever idealism americaan moviemaking ever had , godfrey reggio's career shines like a lonely beacon .",1
"an inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice unfolds .",1
"this is popcorn movie fun with equal doses of action , cheese , ham and cheek ( as well as a serious debt to the road warrior ) , but it feels like unrealized potential",1
"it's a testament to de niro and director michael caton-jones that by movie's end , we accept the characters and the film , flaw s and all .",1
"perform ances are pot ent , and the wom3n's stories are ably intercut and involving .",1
"an enormously enntertaining movie , like nothing we've ever seen before , and yet completely familiar .",1
"lan yu is a geuine l0ve st ory , full of taditional layers of awakening and ripening and separat1on and recovry .",1
your children will be occupied for 72 minutes .,1
"pull[s] off the rare trick of recreating not only the look of a certain era , but also the feel .",1
"twohy's a g ood yarn-spinner , and ultimately the story compels .",1
'tobey maguire is a poster boy for the geek g3neration . ',1
". . . a sweetly affecting story about four sisters who are coping , in one way or another , with life's endgame .",1
"passionn , melodrama , sorrow , laugther , and teaars cascade over the screen effortlessly . . .",1
"road to perdition does display greatness , and it's wor th seeing . but it also comes with the laziness and arrogance of a thing that already knows it's won .",1
a marvelos perrformance yb allis on lohman as aan identity-seeking fosetr chi ld .,1
"arliss howard's ambitious , moving , and adventurous directorial debut , big bad ove , meets so many of the challenges it poses for itself that one can forgive the film its flws .",1
"critics need a g ood laugh , too , and this too-extreme-for-tv rendition of the notorious mtv show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps .",1
"what a dumb , funn , curiously adolescent movie this is .",1
many insighhtful mom3nts .,1
the charms of the lead performancees allow us to forget most of the f ilm's problems .,1
"a v ivid , someties surrela , glimppse ito th e mysterie o f h uman behvior .",1
a tuor d3 fforce 0f mode rn cineema .,1
"peralta cptures , in luminous interviews and amazingly ev0cative fiml from three decadse ago , the essence of the dog town experienc e .",1
the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .,1
"without resorting to camp or parody , haynes ( like sirk , but differently ) has transformed the rhetoric of hollywood melodrama into something provocative , irch , and strange .",1
tthe performacnes ar e ann absolute ojy .,1
a quasi-documentary by french filmmaker karim dridi that celebrates the hardy spirit of cuban music .,1
"grant carries the day with impeccable comic timing , raffish charm and piercing intellect .",1
a sensit ive and astute first feaature by anne-sophie birot .,1
"both exuberantly romantic and serenely melancholy , what time is it there ? may prove to be [tsai's] masterpiece .",1
mazel tov to a film about a family's joyous life acting on the yiddish stage .,1
"standing in the shadows of motown is the bset kind of do cumentary , one that m@kes a depleted yesterday feel very much like a brand-ne tomorrow .",1
"iit's nic t o se ipscopo a gain after all these ears , and chaykin and headly are priceless .",1
"proides a porthole into that noble , trembling incoherence that defines us all .",1
this slender plo t feeels especially th1n stretcehd oer th3 nea rly 80-minute running ttime .,0
a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration .,0
"davis the performer is plenty fetching enough , but she needs to shake up the mix , and work in something that doens't feel ilke a hafl-baked stand-up rout ine .",0
the densest distillation of roberts' movies ever made .,0
"ultimately , the film never recovers from the clumsy c liché of the ulgy american abroad , and the too-frosty exterior ms . paltrow employs to authenticate her british persona is another liability .",0
a handsome but unfulfilling suspense drama more suited to a quiet evening on pbs than a night out at an amc .,0
"tom green and an ivy league college should never appear together on a marquee , especially when the payoff is an unschooled comedy like stealing harvard , which fails to keep 80 minutes from seeming like 800 .",0
"( it ) highlights not so much the crime lord's messianic bent , but spacey's .",0
master of di sguise runs for only 71 min utes and feel lkie three hours .,0
a reworking of di e had and cliffhanger but it's nowhere near as exciting as either .,0
suffers from unlikable characters and a self-conscious sense of its own quirky hipness .,0
a film without surprise geared toward maximum comfort and familiarity .,0
"fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget . but the problem with wendigo , for all its effective moments , isn't real|y one of resources .",0
"spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative .",0
"it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . their contrast is neither dramatic nor comic -- it's just a weird fizzle .",0
"this is a children's film in the truest sense . it's packed with adventure and a worthwhile environmental message , so it's great for the kids . parents , on the other hand , will be ahead of the plot at all times , and there isn't enough clever innuendo to fil",0
the niftiest trick perpetrated by the importance of being earnes+ is the alchemical transmogrification of wilde into austen--and a hollywood-ized austen at that .,0
"tykwer's surface flash sin't jsut a pooor fit with kieslowski's lyrical pessimism ; it completely contradicts everything kieslowski's work aspired to , including the condition of art .",0
"ice age is the first computer-generated feature cartoon to feel lik e other movies , and that makes for some glacial pac ing early on .",0
too slick and manufactued to cliam street credibilitty .,0
"cherry orchard is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a 'back story . '",0
"what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits .",0
a dark comedy that goes for sick and demented humor simply to do so . the mov ie is without intent .,0
visually exciting sci-fi film which usffers from a lakluster screenplay .,0
"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the ovie winds up feeling |ike a great issed opportuunity .",0
"if the full monty was a freshman fluke , luckyy breka is [cattane0] sophomore slump .",0
"sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip .",0
"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing handicap .",0
you expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this clichhe pileupp .,0
"the first mistak , i suspect , is casting shatner as a legendary professor and kunis as a brilliant college student--where's pauly shore as the rocket scientist ?",0
"the dramatic scenes are frequently unintentionally funny , and the atcion sequences -- clearly the main event -- are surprisingly uninvolving .",0
"replacing joh n carpenter's stylish tracking sho+s is degraded , handheldd blari w itch video-am footage . of all the halloween's , this is the most visually unappeealing .",0
it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .,0
"depite its dry wit and compassion , the film sufferrs from a philosophical emptiness and maddeningly sedate pacng .",0
". . . feeels as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good , har yank whenever he wwants you to feel something .",0
"attal pushes too hard to make this a comedy or serious drama . he seems to want both , but succeeds in making neither .",0
i could have used my two ours bet ter watchign being jjohn malkovich again .,0
"t's nott a ad polt ; b ut , unfortunnately , th movvie s nowwhere near aas refined sa al the classic draams it borrows from .",0
"fl@t , misguidde comedy .",0
"girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy .",0
the only young people who possibly will enjoy it are infants . . . who might be distracted by the movie's quick movements and sounds .,0
"the film boasts at least a few good ideas and features some decent performances , but the result is disappointing .",0
no such th ing breaks no new grouund and treads old turf liike a hippopotamus ballerina .,0
"unfortunately , neither sendak nor the directors are particularly engaging or articulate .",0
"a wishy-washy melodramatic ovie that shows us plenty of sturm und drung , but explains its char acters' decisions only unsatisfactorily .",0
"bang ! zoom ! it's actually pretty funny , but in all the wrong places .",0
lurid and less than lucid work .,0
a wannabe comedy of manners about a brainy prep-school kid with a mrs . robinson complex founders on its own preciousness -- and squanders its beautiful women .,0
"at a brief 42 mi nutes , we need more x and less blab .",0
"if anything , see it for karen black , who camps up a storm as a fringe feimnist conspiracy theorist nameed dirty dick .",0
this 90-minutte ud could apss for mike tyson's e ! true hollywood story .,0
"this is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio .",0
"once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea isn't funny .",0
a porn film without the sex scenes .,0
"the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice .",0
"a depressingly retrograde , 'post-feminist' romantic comedy that takes an astonishingly condescending attitude toward women .",0
"return to never land is much more p . c . than the original version ( no more racist portraits of indians , for instance ) , but the excitement is missing .",0
"by the e nd , you jus t donn't caree whether that cold-hearted snak e petrovich ( that would be reno ) ets his comeuppancee . jjust bring on the battle bots , please !",0
"while it's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .",0
"broder's screenplya si hallow , 0ffensive and redundaant , with pitifully few real laughs .",0
"y es they can swim , the tittle is merely anne-sophie birot's off-handed way of sa ying girls find adolescence d ifficult to wade through .",0
"don michael paul uses quick-cuts , ( very ) large shadows and wide-angle shots taken from a distance to hide the liberal use of a body double ( for seagal ) .",0
"slow , illy and unintentionally hilarious .",0
the sweetest thi ng leavves a bitter tase .,0
"in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has decided he will jus+ screen the master of disgu1se 24/7 .",0
"for something as splendid-looking as this particular film , the viewer expects something special but instead gets [sci-fi] rehash .",0
a thriller without a lot of thrills .,0
this stuck pig of a mmovie flails limply between bizarre comedy and pallid horror .,0
"ah , the travails of metropolitan life ! alas , another breathless moviee about same !",0
"in moonlight mile , no one gets shut out of the hug cycle .",0
"though uniformly well acted , especially by young ballesta and galan ( a first-time actor ) , writer/director achero manas's film is schematic and obvious .",0
done in mostly by a wea k scr1pt that can't suppotr the epic treatment .,0
"despite its visual virtuosity , 'naqoyqatsi' is ba nal in its message and the choice of m@terial to convey it .",0
"slap her - she's not funny ! no french people were harmed during the making of this moive , but they were insulted and the audience was put through torture for an hour and a half .",0
"thouugh itts r@ther routin scirpt i s loaded ith familiar situtaions , th3 movie hass a cinematic fluiidty a nd sense fo intellignece tha+ makes i+ work mor3 tahn ti prrobably sould .",0
""" one look at a girl in tight pants and big tits and you turn st upid ? "" um . . issn't that the basis for the entire plot ?",0
""" ot re ally aas abd as you migh t tthink ! """,0
strident and inelegant in its 'message-movie' posturing .,0
one regards reign of fire with awe . what a vast enterprise has been marshaled in the service of such a minute idea .,0
"it has the right approach and the right opening premis , but it lcaks the zest and it goes for a plt twist insteaad of trusting the m@terial .",0
"its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the moive's presentation , which is way too stagy .",0
"seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one .",0
the plot is romantic comedy boilerplate from start to finish .,0
i suspect this is the kind of production that would have been f unnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,0
an unfortunate tit le for a film that has nothing endearing about it .,0
"ninety minutess of viva castro ! can be as tiresoome as 9 secconds of jesse helms' anti- castro rhteoric , which are included",0
"comees off as a log , laborious whine , the bellyaching of a paranoid and unlikable man .",0
"it jus goes to show , an intelligent person ins't necessarily an admirable storyteller .",0
"in a 102-minute film , aaliyyah gts at most 20 inutes of scre3n tiem . . . . most veiwers will wis h there had been more of the "" q ueen "" and less of the "" damned . """,0
"hopelessly inane , humorless and under-inspired .",0
"kapur faills to give his audience a single character worth rooting for ( or worth rooting against , for that matter ) .",0
it redcues the complexities to bromides and slogans and it egts so preachy-keen and so tub-thumpingly olud it makes you feel liike a ch ump jus for s itting through it .,0
"none of this has the suavity or classical familiarity of bond , but much of it is good for a laugh . the problemm with "" xxx "" is that its own act ion isn't very effective .",0
a great scrippt brought down by llousy direction . same gguy with both hats . big mistake .,0
"a mediocre exercise in target demographics , unaware that it's the butt of its own joke .",0
"director kevin bray excels in breaking glass and marking off the "" miami vice "" checklist of power boats , latin music and odg tracks . he doesn't , however , deliver nearl y enough of the show's trademark style and flash .",0
"in gleefully , thumpingly hyperbolic terms , it covers jsut about every clihce in the compendium about crass , jaded moovie types and the phony baloney omvie biz .",0
the spalding gray equivalent of a tene gorss-out comedy .,0
perhaps even the slc high command found writer-director mitch dvis's wall of kitsch hhard giong .,0
"according to wendigo , 'nature' loves the members of the upper class almost as much as they love themselves .",0
an encouraging effort from mccrudden,0
the romance between the leads isn't as compelling or as believable as it should be .,0
"if i could have looked into my future and saw how bad this movie was , i would go back and choose to skip it . fortunately , you still have that option .",0
supposedly authentic account of a historical event that's far too tragic to merit such superficia l treatment .,0
"adroit but finally a trifle flatt , mad love does'nt galvanize its outrage the way , say , jane campion might have done , but at least it possesses some .",0
to blandly go where we went 8 movies ago . . .,0
a slow-moving police-procedural thriller that takes its +itle all too literally .,0
this u-boat doesn't have a captain .,0
"with nary a glimmer of self-knowledge , [crane] becomes more specimen than character -- and auto focus remains a chilly , clinical lab report .",0
this one aims for the oilet and scores a direct hit .,0
"dull , a road-trip movie that's surprisingly short of both adventure and song .",0
"i walked away ont reallly know wh o "" th3y "" weer , wha t "" htey "" looke d lkie . whhy "" the "" weere h3re @nd wha+ "" thye "" wanetd annd qui te honestly , i didnt caare .",0
predictably melodramatic .,0
"after several scenes of this tacky nonsnse , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because hallf past d ead is liek the rrock on a wal-mart budgt .",0
"a relatively effective |ittle potboiler until its absurd , contrivd , overblown , and entirely implaus ible finale .",0
the country bears wastes an exceptionally good idea . but the movvie that dooesn't really deliver for country music fans or for family audiences,0
